customer_id,company_name,industry,company_size,country_code,country_name,timezone,contact_email,signup_date,is_active,churned_at,churn_reason,nps_score,is_churned,plan_tier,plan_name,mrr_usd,status,start_date,end_date,billing_cycle,cancellation_reason,ticket_count,avg_satisfaction,escalated_count,total_events,days_active,feature_count,avg_session_sec,engagement_score,member_count,high_ticket,ticket_bucket,segment_label,ticket_bucket_sort
560,FluxCloud,Real Estate,small,AU,Australia,Australia/Sydney,john.davis@hotmail.com,2025-09-07,1,0,Not Churned,7.0,0,starter,Starter Plus,15.83,active,2025-09-07,0,annual,Not Cancelled,2,5.0,1,33,1,1,1263.7692307692307,0.7245,32,0,2-3 tickets,Stable Paid,3
561,GlowNet,Legal,small,FR,France,Europe/Paris,patricia.adams@hotmail.com,2023-02-05,1,0,Not Churned,8.0,0,starter,Starter,12.0,active,2023-04-15,0,monthly,Not Cancelled,0,0.0,0,43,1,1,1757.34375,0.7209,41,0,0 tickets,Stable Paid,1
562,SageOps,Education,medium,CA,Canada,America/Toronto,fatima.martinez@sageops.com,2025-02-28,0,2025-08-26 06:22:49,Budget cuts,7.0,1,starter,Starter,9.0,cancelled,2025-02-28,2025-08-26,monthly,Not using it,1,0.0,0,39,1,1,1554.0,0.7298,39,0,1 ticket,Churned — Low Engagement,2
563,HiveSoftware,Finance,enterprise,AU,Australia,Australia/Sydney,thomas.hall@startup.co,2025-01-21,1,0,Not Churned,7.0,0,starter,Starter,10.0,active,2025-01-21,0,annual,Not Cancelled,0,0.0,0,37,1,1,1984.96,0.7137,37,0,0 tickets,Stable Paid,1
564,GridStack,Insurance,small,US,United States,America/Los_Angeles,sarah.chen@gridstack.com,2023-06-22,1,0,Not Churned,2.0,0,professional,Professional Plus,49.17,active,2024-03-18,0,annual,Not Cancelled,0,0.0,0,41,2,2,2032.1333333333332,0.7208,37,0,0 tickets,Stable Paid,1
565,Xenon Solutions,Legal,small,GB,United Kingdom,Europe/London,ashley.lopez@corp.net,2023-07-10,1,0,Not Churned,7.0,0,starter,Starter,10.0,active,2023-07-10,0,annual,Not Cancelled,0,0.0,0,33,1,1,1329.16,0.722,33,0,0 tickets,Stable Paid,1
566,QuarkCorp,Telecommunications,medium,US,United States,America/Chicago,kenji.green@quarkcorp.com,2023-03-07,1,0,Not Churned,7.0,0,professional,Professional,39.0,active,2023-05-25,0,monthly,Not Cancelled,0,0.0,0,32,1,1,1915.88,0.7197,32,0,0 tickets,Stable Paid,1
567,Acme Ops,Real Estate,enterprise,US,United States,America/New_York,michael.wilson+test@tech.dev,2025-02-18,1,0,Not Churned,9.0,0,starter,Starter Plus,19.0,active,2025-02-18,0,monthly,Not Cancelled,0,0.0,0,32,1,1,2008.5,0.7226,32,0,0 tickets,Stable Paid,1
568,VertexWorks,Marketing,large,AU,Australia,Australia/Sydney,matthew.flores@company.io,2023-01-04,1,0,Not Churned,7.0,0,free,Free,0.0,active,2023-10-28,0,annual,Not Cancelled,0,0.0,0,39,1,1,1739.1923076923076,0.7173,39,0,0 tickets,Upsell Candidates,1
569,Hive Analytics,Legal,enterprise,GB,United Kingdom,Europe/London,nancy.lewis@enterprise.com,2024-11-07,0,2025-08-11 19:16:25,Company closed,2.0,1,starter,Starter,10.2,cancelled,2025-02-03,2025-08-11,monthly,Not Cancelled,0,0.0,0,34,1,1,1693.7666666666669,0.724,34,0,0 tickets,Churned — Low Engagement,1
570,VineWorks,E-commerce,medium,CA,Canada,America/Toronto,betty.chen@startup.co,2025-08-22,1,0,Not Churned,7.0,0,professional,Professional,32.5,active,2025-08-22,0,annual,Not Cancelled,3,3.5,0,56,1,1,1955.325,0.7267,51,0,2-3 tickets,Stable Paid,3
571,Meta Net,Finance,enterprise,JP,Japan,Asia/Tokyo,andrew.muller@yahoo.com,2023-03-31,1,0,Not Churned,7.0,0,professional,Professional,27.62,active,2023-03-31,0,annual,Not Cancelled,0,0.0,0,32,1,1,1592.5333333333333,0.7181,32,0,0 tickets,Stable Paid,1
572,KiteHQ,Consulting,large,JP,Japan,Asia/Tokyo,jessica.thomas@kitehq.com,2025-01-02,0,2025-06-07 19:12:28,Budget cuts,7.0,1,enterprise,Enterprise,74.25,cancelled,2025-03-27,2025-06-07,annual,Company reorganization,1,0.0,0,37,1,1,2159.21875,0.7291,35,0,1 ticket,Churned — Low Engagement,2
573,UnitAnalytics,Telecommunications,large,US,United States,America/Chicago,wei.rodriguez@unitanalytics.com,2024-12-09,1,0,Not Churned,8.0,0,professional,Professional Plus,49.17,active,2024-12-09,0,annual,Not Cancelled,0,0.0,0,50,1,1,1943.1,0.7266,47,0,0 tickets,Stable Paid,1
574,PeakWorks,Legal,large,FR,France,Europe/Paris,olga.harris@startup.co,2023-08-17,1,0,Not Churned,3.0,0,free,Free,0.0,active,2023-08-17,0,monthly,Not Cancelled,1,4.0,1,37,1,1,1556.774193548387,0.7284,37,0,1 ticket,Upsell Candidates,2
575,VineVentures,Legal,small,BR,Brazil,America/Sao_Paulo,nancy.rodriguez@corp.net,2023-11-15,0,2025-02-03 00:21:51,Missing features,7.0,1,enterprise,Enterprise,82.5,cancelled,2024-04-26,2025-02-03,annual,Not using it,0,0.0,0,38,1,1,1926.030303030303,0.72,37,0,0 tickets,Churned — Low Engagement,1
576,UltraHub,Logistics,enterprise,US,United States,America/Los_Angeles,dorothy.nelson@ultrahub.com,2025-05-22,1,0,Not Churned,10.0,0,professional,Professional,32.5,active,2025-10-13,0,annual,Not Cancelled,0,0.0,0,46,1,1,1608.179487179487,0.7221,45,0,0 tickets,Stable Paid,1
577,FluxOps,Real Estate,small,US,United States,America/Los_Angeles,ahmed.nelson@gmail.com,2023-11-13,1,0,Not Churned,7.0,0,enterprise,Enterprise Custom,165.83,active,2024-05-30,0,annual,Not Cancelled,0,0.0,0,43,1,1,1916.388888888889,0.7296,41,0,0 tickets,Champions,1
578,TrekVentures,Retail,small,CA,Canada,America/Toronto,christopher.rivera@company.io,2025-01-03,1,0,Not Churned,7.0,0,starter,Starter,10.0,active,2025-05-19,0,annual,Not Cancelled,0,0.0,0,44,1,1,2087.7714285714287,0.7258,42,0,0 tickets,Stable Paid,1
579,Zeal Solutions,Retail,medium,FR,France,Europe/Paris,betty.martin@yahoo.com,2024-07-15,1,0,Not Churned,7.0,0,professional,Professional,32.5,active,2024-10-20,0,annual,Not Cancelled,0,0.0,0,43,1,1,1816.1764705882356,0.7163,41,0,0 tickets,Stable Paid,1
580,WarpLogic,Media,large,DE,Germany,Europe/Berlin,christopher.hall@tech.dev,2023-05-15,1,0,Not Churned,7.0,0,enterprise,Enterprise,82.5,active,2024-02-21,0,annual,Not Cancelled,0,0.0,0,43,1,1,1767.2666666666669,0.7266,42,0,0 tickets,Stable Paid,1
581,Sage IO,Education,small,GB,United Kingdom,Europe/London,susan.tanaka@gmail.com,2025-05-26,1,0,Not Churned,7.0,0,free,Free,0.0,active,2025-05-26,0,annual,Not Cancelled,0,0.0,0,42,1,1,2053.96,0.7248,39,0,0 tickets,Upsell Candidates,1
582,YieldCorp,Finance,small,US,United States,America/Chicago,daniel.walker@tech.dev,2024-08-30,1,0,Not Churned,9.0,0,free,Free,0.0,active,2024-08-30,0,annual,Not Cancelled,0,0.0,0,47,1,1,1833.6511627906975,0.7257,47,0,0 tickets,Upsell Candidates,1
583,Flux Cloud,Legal,medium,US,United States,America/Los_Angeles,raj.chen@outlook.com,2025-06-04,1,0,Not Churned,8.0,0,free,Free,0.0,active,2025-06-04,0,annual,Not Cancelled,1,5.0,0,41,1,1,1733.4642857142858,0.7238,40,0,1 ticket,Upsell Candidates,2
584,Flow Systems,Consulting,large,SG,Singapore,Asia/Singapore,steven.anderson@corp.net,2024-12-11,1,0,Not Churned,7.0,0,professional,Professional,32.5,active,2025-06-03,0,annual,Not Cancelled,0,0.0,0,50,1,1,1928.4054054054052,0.7198,48,0,0 tickets,Stable Paid,1
585,YieldIO,Legal,medium,DE,Germany,Europe/Berlin,andrew.rodriguez@tech.dev,2025-04-12,1,0,Not Churned,9.0,0,starter,Starter,10.0,active,2025-06-11,0,annual,Not Cancelled,0,0.0,0,48,1,1,1641.4736842105262,0.7235,48,0,0 tickets,Stable Paid,1
586,EdgeDev,Media,large,SG,Singapore,Asia/Singapore,linda.kim@outlook.com,2024-09-05,1,0,Not Churned,7.0,0,professional,Professional,39.0,active,2024-09-05,0,monthly,Not Cancelled,0,0.0,0,51,1,1,1715.9736842105262,0.7274,50,0,0 tickets,Stable Paid,1
587,Nova Stack,Finance,small,JP,Japan,Asia/Tokyo,thomas.kim@tech.dev,2025-09-16,1,0,Not Churned,10.0,0,professional,Professional,39.0,paused,2025-11-15,0,monthly,Not Cancelled,2,5.0,0,33,1,1,1781.6896551724135,0.7034,33,0,2-3 tickets,Stable Paid,3
588,QuestDynamics,Real Estate,medium,FR,France,Europe/Paris,charles.king@corp.net,2023-08-03,1,0,Not Churned,7.0,0,enterprise,Enterprise,82.5,active,2025-04-29,0,annual,Not Cancelled,0,0.0,0,56,2,2,1732.5227272727273,0.7273,55,0,0 tickets,Stable Paid,1
589,Tidal Software,Finance,medium,JP,Japan,Asia/Tokyo,susan.nguyen@corp.net,2024-07-17,1,0,Not Churned,10.0,0,professional,Professional Plus,49.17,active,2025-09-12,0,annual,Not Cancelled,0,0.0,0,38,1,1,1951.5294117647056,0.7058,38,0,0 tickets,Stable Paid,1
590,DriftTech,Logistics,medium,FR,France,Europe/Paris,elizabeth.wright@protonmail.com,2024-12-14,1,0,Not Churned,7.0,0,starter,Starter Plus,15.83,active,2025-10-23,0,annual,Not Cancelled,0,0.0,0,48,1,1,2045.057142857143,0.7188,44,0,0 tickets,Stable Paid,1
591,ArcDigital,Insurance,medium,AU,Australia,Australia/Sydney,mary.hill@arcdigital.com,2024-07-15,1,0,Not Churned,3.0,0,starter,Starter,10.0,active,2025-08-17,0,annual,Not Cancelled,1,4.0,0,46,1,1,1721.3529411764705,0.7297,43,0,1 ticket,Stable Paid,2
592,HubSolutions,Telecommunications,small,BR,Brazil,America/Sao_Paulo,sofia.tanaka@corp.net,2024-07-18,1,0,Not Churned,2.0,0,free,Free,0.0,active,2024-07-18,0,monthly,Not Cancelled,0,0.0,0,46,1,1,1800.1025641025642,0.7254,45,0,0 tickets,Upsell Candidates,1
593,Vine Ops,Insurance,medium,JP,Japan,Asia/Tokyo,joshua.sanchez@gmail.com,2024-12-31,0,2025-03-20 01:50:18,No longer needed,5.0,1,free,Free,0.0,cancelled,2025-04-06,0,monthly,Not using it,1,5.0,0,43,2,2,1795.6060606060605,0.7192,40,0,1 ticket,Churned — Low Engagement,2
594,UnitStack,Legal,enterprise,GB,United Kingdom,Europe/London,fatima.hill@enterprise.com,2025-03-28,1,0,Not Churned,10.0,0,enterprise,Enterprise,74.25,active,2025-10-04,0,annual,Not Cancelled,0,0.0,0,40,1,1,1704.3870967741937,0.7233,37,0,0 tickets,Stable Paid,1
595,FlowSolutions,Healthcare,large,DE,Germany,Europe/Berlin,kimberly.young+nimbus@tech.dev,2023-05-20,1,0,Not Churned,10.0,0,free,Free,0.0,active,2023-05-20,0,annual,Not Cancelled,0,0.0,0,51,1,1,1465.15,0.7258,50,0,0 tickets,Upsell Candidates,1
596,SageDynamics,E-commerce,large,SG,Singapore,Asia/Singapore,sofia.king@enterprise.com,2024-11-21,1,0,Not Churned,7.0,0,free,Free,0.0,active,2024-11-21,0,monthly,Not Cancelled,0,0.0,0,44,2,2,2087.1612903225805,0.7167,42,0,0 tickets,Upsell Candidates,1
597,LunaTech,Finance,medium,IN,India,Asia/Kolkata,patricia.ramirez@outlook.com,2024-11-26,1,0,Not Churned,9.0,0,professional,Professional Plus,49.17,active,2024-11-26,0,annual,Not Cancelled,0,0.0,0,47,1,1,1707.923076923077,0.7278,46,0,0 tickets,Stable Paid,1
598,SyncCloud,Education,small,US,United States,America/New_York,ahmed.green@protonmail.com,2025-09-09,1,0,Not Churned,7.0,0,enterprise,Enterprise,99.0,active,2026-01-08,0,monthly,Not Cancelled,4,5.0,0,50,1,1,2034.9736842105265,0.7261,47,1,4-6 tickets,At-Risk Paid,4
599,DriftGroup,Technology,small,US,United States,America/New_York,donna.robinson@gmail.com,2025-01-09,0,2025-06-25 16:28:50,Too expensive,3.0,1,professional,Professional,39.0,cancelled,2025-01-09,2025-06-25,monthly,Switched competitor,0,0.0,0,29,1,1,2114.25,0.721,29,0,0 tickets,Churned — Low Engagement,1
600,HiveDev,Manufacturing,small,CA,Canada,America/Toronto,james.martinez@enterprise.com,2023-11-03,1,0,Not Churned,7.0,0,starter,Starter,10.0,active,2023-11-03,0,annual,Not Cancelled,0,0.0,0,46,1,1,1691.7941176470588,0.722,43,0,0 tickets,Stable Paid,1
601,GridHQ,Consulting,small,US,United States,America/Los_Angeles,daniel.chen@gridhq.com,2023-10-19,0,2024-09-19 10:52:14,Budget cuts,7.0,1,free,Free,0.0,cancelled,2023-10-19,2024-09-19,annual,Missing features,0,0.0,0,36,1,1,1402.3333333333333,0.6863,34,0,0 tickets,Churned — Low Engagement,1
602,Echo Ops,Education,small,AU,Australia,Australia/Sydney,ashley.scott@yahoo.com,2025-02-21,1,0,Not Churned,9.0,0,starter,Starter,10.0,active,2025-10-13,0,annual,Not Cancelled,1,4.0,1,37,1,1,1643.6,0.7293,35,0,1 ticket,Stable Paid,2
603,IonSystems,Insurance,small,US,United States,America/Los_Angeles,elizabeth.thompson@ionsystems.com,2025-04-29,1,0,Not Churned,7.0,0,starter,Starter,10.0,active,2025-09-08,0,annual,Not Cancelled,3,3.0,2,48,1,1,1763.972972972973,0.7282,47,0,2-3 tickets,Stable Paid,3
604,Jet Pro,Media,small,GB,United Kingdom,Europe/London,sarah.singh@hotmail.com,2024-03-15,0,2025-10-14 17:23:08,Not Churned,7.0,1,enterprise,Enterprise,99.0,cancelled,2024-11-12,2025-10-14,monthly,Company reorganization,0,0.0,0,38,2,2,2027.28125,0.7209,36,0,0 tickets,Churned — Low Engagement,1
605,BeamLabs,Healthcare,enterprise,US,United States,America/New_York,matthew.clark@hotmail.com,2024-03-12,1,0,Not Churned,8.0,0,free,Free,0.0,active,2024-03-12,0,monthly,Not Cancelled,0,0.0,0,38,1,1,1841.5,0.7288,37,0,0 tickets,Upsell Candidates,1
606,HubAnalytics,Marketing,large,AU,Australia,Australia/Sydney,jessica.lee@hubanalytics.com,2025-02-01,1,0,Not Churned,6.0,0,professional,Professional Plus,59.0,active,2025-02-01,0,monthly,Not Cancelled,0,0.0,0,41,1,1,1720.5588235294117,0.7043,40,0,0 tickets,Stable Paid,1
607,Flux Studio,Marketing,small,US,United States,America/Chicago,michael.nelson@yahoo.com,2025-01-29,1,0,Not Churned,7.0,0,starter,Starter,12.0,active,2025-07-18,0,monthly,Not Cancelled,0,0.0,0,50,1,1,1591.1842105263158,0.7228,49,0,0 tickets,Stable Paid,1
608,Link Logic,Healthcare,small,US,United States,America/Los_Angeles,aisha.chen@hotmail.com,2024-04-01,1,0,Not Churned,8.0,0,free,Free,0.0,active,2024-04-01,0,monthly,Not Cancelled,0,0.0,0,35,1,1,1522.84,0.7035,35,0,0 tickets,Upsell Candidates,1
609,TidalPro,Insurance,small,JP,Japan,Asia/Tokyo,olga.martinez@tech.dev,2025-07-01,1,0,Not Churned,7.0,0,free,Free,0.0,active,2025-07-01,0,monthly,Not Cancelled,0,0.0,0,52,1,1,1472.0,0.7221,49,0,0 tickets,Upsell Candidates,1
610,Arc Dev,Telecommunications,medium,US,United States,America/New_York,william.hill@arcdev.com,2024-08-02,0,2025-01-26 17:24:56,Not Churned,7.0,1,enterprise,Enterprise,99.0,cancelled,2025-06-19,0,monthly,Not Cancelled,0,0.0,0,45,1,1,1653.5263157894738,0.7278,43,0,0 tickets,Churned — Low Engagement,1
611,RiftDynamics,Healthcare,small,CA,Canada,America/Toronto,priya.allen@startup.co,2023-07-31,0,2024-05-04 13:20:46,Integration issues,5.0,1,free,Free,0.0,cancelled,2023-07-31,2024-05-04,monthly,Not Cancelled,0,0.0,0,45,1,1,1716.470588235294,0.7228,44,0,0 tickets,Churned — Low Engagement,1
612,Hub Solutions,E-commerce,small,JP,Japan,Asia/Tokyo,jessica.jackson@protonmail.com,2023-10-04,1,0,Not Churned,10.0,0,starter,Starter,12.0,active,2024-07-28,0,monthly,Not Cancelled,0,0.0,0,43,1,1,1555.2333333333331,0.7196,42,0,0 tickets,Stable Paid,1
613,MistStudio,Legal,medium,DE,Germany,Europe/Berlin,olga.rodriguez@company.io,2024-10-02,1,0,Not Churned,7.0,0,professional,Professional,39.0,active,2025-11-09,0,monthly,Not Cancelled,0,0.0,0,47,1,1,1739.2702702702702,0.7286,47,0,0 tickets,Stable Paid,1
614,QuestHub,Real Estate,small,FR,France,Europe/Paris,ahmed.hall@corp.net,2025-04-16,1,0,Not Churned,5.0,0,starter,Starter,9.6,active,2025-04-16,0,monthly,Not Cancelled,0,0.0,0,41,1,1,1682.5625,0.7039,38,0,0 tickets,Stable Paid,1
615,Unit Corp,Marketing,small,CA,Canada,America/Toronto,jennifer.young@yahoo.com,2024-05-17,1,0,Not Churned,6.0,0,starter,Starter,12.0,active,2024-05-17,0,monthly,Not Cancelled,0,0.0,0,41,1,1,1843.935483870968,0.73,40,0,0 tickets,Stable Paid,1
616,KiteSolutions,Logistics,medium,GB,United Kingdom,Europe/London,robert.martinez@kitesolutions.com,2024-06-23,0,2024-08-01 03:45:14,Integration issues,2.0,1,enterprise,Enterprise Custom,165.83,cancelled,2025-02-10,0,annual,Not using it,0,0.0,0,44,1,1,1917.15625,0.7094,41,0,0 tickets,Churned — Low Engagement,1
617,AcmeHub,Telecommunications,small,US,United States,America/Los_Angeles,jessica.singh@acmehub.com,2025-09-16,0,2025-10-18 13:56:48,Outgrew the platform,7.0,1,free,Free,0.0,cancelled,2025-11-15,0,monthly,Too expensive,1,0.0,0,37,1,1,2118.56,0.7279,37,0,1 ticket,Churned — Low Engagement,2
618,Echo Hub,Real Estate,medium,US,United States,America/Los_Angeles,karen.perez@tech.dev,2024-10-04,1,0,Not Churned,2.0,0,starter,Starter Plus,19.0,active,2024-10-04,0,monthly,Not Cancelled,0,0.0,0,30,1,1,1691.4166666666667,0.6993,30,0,0 tickets,Stable Paid,1
619,Orbit Labs,E-commerce,medium,AU,Australia,Australia/Sydney,elizabeth.thompson@startup.co,2025-01-02,1,0,Not Churned,4.0,0,starter,Starter Plus,15.2,active,2025-03-03,0,monthly,Not Cancelled,0,0.0,0,37,2,2,1529.4642857142858,0.7202,33,0,0 tickets,Stable Paid,1
620,OrbitSystems,Education,small,US,United States,America/Chicago,donna.perez@outlook.com,2024-09-11,0,2025-03-26 11:06:22,Outgrew the platform,1.0,1,starter,Starter Plus,15.83,cancelled,2025-01-02,2025-03-26,annual,Switched competitor,1,4.0,0,42,1,1,1469.59375,0.7238,40,0,1 ticket,Churned — Low Engagement,2
621,NexusCloud,Healthcare,small,CA,Canada,America/Toronto,wei.white@outlook.com,2025-06-01,1,0,Not Churned,8.0,0,starter,Starter,12.0,active,2025-10-03,0,monthly,Not Cancelled,2,1.0,0,32,1,1,1622.1739130434785,0.7206,30,0,2-3 tickets,Stable Paid,3
622,JetLogic,Insurance,enterprise,CA,Canada,America/Toronto,sofia.jones@jetlogic.com,2023-11-27,1,0,Not Churned,7.0,0,free,Free,0.0,active,2023-11-27,0,monthly,Not Cancelled,0,0.0,0,39,1,1,2025.0689655172412,0.7216,39,0,0 tickets,Upsell Candidates,1
623,FluxCorp,Manufacturing,medium,SG,Singapore,Asia/Singapore,lisa.rodriguez@hotmail.com,2024-07-16,1,0,Not Churned,8.0,0,professional,Professional,32.5,active,2025-08-13,0,annual,Not Cancelled,0,0.0,0,50,1,1,1616.0555555555557,0.7198,48,0,0 tickets,Stable Paid,1
624,ArcDev,Legal,enterprise,FR,France,Europe/Paris,joseph.hall@hotmail.com,2023-01-18,1,0,Not Churned,4.0,0,free,Free,0.0,active,2023-01-18,0,monthly,Not Cancelled,0,0.0,0,36,1,1,1765.3,0.7223,34,0,0 tickets,Upsell Candidates,1
625,DataStudio,Retail,enterprise,US,United States,America/Los_Angeles,christopher.robinson@startup.co,2025-04-27,1,0,Not Churned,7.0,0,enterprise,Enterprise,89.1,active,2025-04-27,0,monthly,Not Cancelled,0,0.0,0,40,1,1,1948.0285714285717,0.7298,40,0,0 tickets,Stable Paid,1
626,Unit Labs,Legal,medium,IN,India,Asia/Kolkata,patricia.hall@enterprise.com,2025-06-10,0,2025-08-07 12:32:29,Company closed,1.0,1,starter,Starter,12.0,cancelled,2025-06-10,2025-08-07,monthly,Company reorganization,1,0.0,0,47,1,1,1747.3333333333333,0.7277,45,0,1 ticket,Churned — Low Engagement,2
627,Luna IO,Legal,small,FR,France,Europe/Paris,dorothy.hall@company.io,2024-10-22,1,0,Not Churned,4.0,0,starter,Starter,12.0,active,2025-01-13,0,monthly,Not Cancelled,0,0.0,0,56,1,1,1618.5,0.7233,53,0,0 tickets,Stable Paid,1
628,Kite Labs,Manufacturing,enterprise,AU,Australia,Australia/Sydney,fatima.robinson@corp.net,2024-12-27,1,0,Not Churned,7.0,0,starter,Starter Plus,14.25,active,2024-12-27,0,annual,Not Cancelled,0,0.0,0,45,1,1,1803.0,0.7256,45,0,0 tickets,Stable Paid,1
629,FlowDev,Finance,large,GB,United Kingdom,Europe/London,betty.flores@tech.dev,2023-03-21,1,0,Not Churned,6.0,0,enterprise,Enterprise,82.5,active,2023-10-01,0,annual,Not Cancelled,0,0.0,0,52,1,1,1882.081081081081,0.7243,51,0,0 tickets,Stable Paid,1
630,Xenon Stack,Manufacturing,small,DE,Germany,Europe/Berlin,michael.miller@xenonstack.com,2023-10-16,0,2024-02-05 16:38:34,Switched to competitor,0.0,1,professional,Professional,39.0,cancelled,2024-10-02,0,monthly,Company reorganization,0,0.0,0,41,1,1,1706.3333333333333,0.7227,38,0,0 tickets,Churned — Low Engagement,1
631,Cloud Platform,Education,small,BR,Brazil,America/Sao_Paulo,andrew.williams@cloudplatform.com,2023-04-06,1,0,Not Churned,6.0,0,free,Free,0.0,active,2023-06-17,0,monthly,Not Cancelled,0,0.0,0,44,1,1,1666.8285714285714,0.7289,42,0,0 tickets,Upsell Candidates,1
632,Warp Logic,Legal,small,US,United States,America/Los_Angeles,carlos.baker@warplogic.com,2025-04-06,1,0,Not Churned,9.0,0,starter,Starter,12.0,active,2025-04-06,0,monthly,Not Cancelled,0,0.0,0,37,1,1,1591.5925925925926,0.7294,37,0,0 tickets,Stable Paid,1
633,Jet Ops,Consulting,small,SG,Singapore,Asia/Singapore,jennifer.rivera@yahoo.com,2023-06-14,1,0,Not Churned,10.0,0,starter,Starter,8.0,active,2023-09-24,0,annual,Not Cancelled,0,0.0,0,41,1,1,1962.6538461538464,0.7298,37,0,0 tickets,Stable Paid,1
634,CoreDigital,Marketing,medium,AU,Australia,Australia/Sydney,john.rivera@hotmail.com,2024-09-13,0,2024-12-11 04:29:02,Integration issues,7.0,1,professional,Professional,39.0,cancelled,2024-09-13,2024-12-11,monthly,Not Cancelled,0,0.0,0,50,1,1,2025.5384615384612,0.7208,49,0,0 tickets,Churned — Low Engagement,1
635,Tidal Dynamics,Retail,enterprise,US,United States,America/Chicago,ashley.miller@protonmail.com,2023-10-14,1,0,Not Churned,2.0,0,free,Free,0.0,active,2023-10-14,0,annual,Not Cancelled,1,0.0,0,47,1,1,1592.5675675675675,0.6898,46,0,1 ticket,Upsell Candidates,2
636,QuarkIO,Insurance,medium,SG,Singapore,Asia/Singapore,david.davis@company.io,2024-02-15,1,0,Not Churned,7.0,0,starter,Starter,12.0,active,2024-02-15,0,monthly,Not Cancelled,0,0.0,0,35,1,1,2125.448275862069,0.7159,35,0,0 tickets,Stable Paid,1
637,CoreStudio,Real Estate,small,IN,India,Asia/Kolkata,jennifer.baker@gmail.com,2024-10-21,0,2025-09-23 00:50:19,Missing features,7.0,1,free,Free,0.0,cancelled,2024-10-21,2025-09-23,monthly,Switched competitor,0,0.0,0,31,1,1,1440.2142857142858,0.7261,31,0,0 tickets,Churned — Low Engagement,1
638,Kite Ventures,Manufacturing,enterprise,US,United States,America/Chicago,joseph.harris@company.io,2024-10-19,1,0,Not Churned,7.0,0,free,Free,0.0,active,2024-10-19,0,annual,Not Cancelled,0,0.0,0,45,1,1,1723.7222222222222,0.7266,43,0,0 tickets,Upsell Candidates,1
639,ZenHub,Manufacturing,small,US,United States,America/Chicago,charles.perez@zenhub.com,2024-04-10,0,2024-09-07 23:13:29,Not enough users,1.0,1,free,Free,0.0,cancelled,2024-04-10,2024-09-07,monthly,Company reorganization,0,0.0,0,50,1,1,2210.0,0.726,49,0,0 tickets,Churned — Low Engagement,1
640,MistHub,Telecommunications,enterprise,IN,India,Asia/Kolkata,mei.ramirez@hotmail.com,2025-09-02,1,0,Not Churned,5.0,0,free,Free,0.0,active,2025-11-01,0,monthly,Not Cancelled,3,0.0,0,39,1,1,1891.92,0.7268,36,0,2-3 tickets,Upsell Candidates,3
641,Zen Tech,Education,enterprise,FR,France,Europe/Paris,mark.clark@protonmail.com,2023-02-25,0,2025-01-20 16:54:59,Company closed,7.0,1,free,Free,0.0,cancelled,2024-01-09,2025-01-20,annual,Missing features,0,0.0,0,28,1,1,1631.7222222222222,0.715,25,0,0 tickets,Churned — Low Engagement,1
642,KiteSoftware,Manufacturing,medium,CA,Canada,America/Toronto,paul.hall@startup.co,2024-12-10,1,0,Not Churned,7.0,0,professional,Professional Plus,59.0,active,2024-12-10,0,monthly,Not Cancelled,0,0.0,0,41,2,2,1908.321428571429,0.7102,37,0,0 tickets,Stable Paid,1
643,EdgePro,Real Estate,small,IN,India,Asia/Kolkata,wei.ivanov@edgepro.com,2025-07-07,1,0,Not Churned,9.0,0,professional,Professional Plus,59.0,active,2025-12-14,0,monthly,Not Cancelled,1,0.0,0,37,1,1,1800.0,0.7007,35,0,1 ticket,Stable Paid,2
644,Nova Pro,E-commerce,medium,FR,France,Europe/Paris,paul.singh@company.io,2023-07-15,1,0,Not Churned,0.0,0,starter,Starter,12.0,active,2023-07-15,0,monthly,Not Cancelled,0,0.0,0,43,2,2,1908.0967741935483,0.7279,39,0,0 tickets,Stable Paid,1
645,BoltCloud,Media,enterprise,US,United States,America/Chicago,carlos.young@startup.co,2025-04-28,1,0,Not Churned,9.0,0,starter,Starter,12.0,active,2025-10-24,0,monthly,Not Cancelled,2,5.0,1,55,1,1,1886.5652173913045,0.7239,53,0,2-3 tickets,Stable Paid,3
646,LunaDynamics,Media,medium,AU,Australia,Australia/Sydney,christopher.nelson@protonmail.com,2025-08-18,1,0,Not Churned,7.0,0,starter,Starter Plus,15.83,active,2025-10-24,0,annual,Not Cancelled,0,0.0,0,54,1,1,1862.6304347826087,0.7233,53,0,0 tickets,Stable Paid,1
647,Vine Hub,Real Estate,medium,US,United States,America/Chicago,aisha.lewis@protonmail.com,2023-08-05,1,0,Not Churned,7.0,0,professional,Professional Plus,59.0,active,2024-12-19,0,monthly,Not Cancelled,0,0.0,0,33,1,1,1783.0833333333333,0.7148,31,0,0 tickets,Stable Paid,1
648,DriftCorp,Logistics,large,FR,France,Europe/Paris,betty.smith@tech.dev,2025-06-19,1,0,Not Churned,10.0,0,starter,Starter,12.0,active,2025-06-19,0,monthly,Not Cancelled,0,0.0,0,48,1,1,1594.5526315789473,0.7288,47,0,0 tickets,Stable Paid,1
649,Arc AI,Technology,small,US,United States,America/Los_Angeles,mei.white@corp.net,2023-06-24,1,0,Not Churned,7.0,0,professional,Professional Plus,59.0,active,2023-06-24,0,monthly,Not Cancelled,0,0.0,0,42,1,1,1736.2903225806451,0.7289,39,0,0 tickets,Stable Paid,1
